Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
CAVE-1030,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1031,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1032,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Not Confirmed,Unknown,,,Species of Concern,
CAVE-1033,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1034,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,Eastern Red Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1035,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Unknown,Resident,,
CAVE-1036,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1037,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis ciliolabrum,Western Small-Footed Myotis,Approved,Present,Native,Unknown,Resident,,
CAVE-1038,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Not Present (Historical Report),Unknown,,,Species of Concern,
CAVE-1039,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1040,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis velifer,Cave Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1041,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1042,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1043,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrelle,Approved,Present,Native,Unknown,Resident,Species of Concern,
CAVE-1044,Carlsbad Caverns National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus subflavus,Eastern Pipistrelle,Approved,Present,Native,Unknown,Resident,,
CAVE-1045,Carlsbad Caverns National Park,Mammal,Cingulata,Dasypodidae,Dasypus novemcinctus,Nine-Banded Armadillo,Approved,Not Confirmed,Native,,,,
CAVE-1046,Carlsbad Caverns National Park,Mammal,Didelphimorphia,Didelphidae,Didelphis virginiana,Virginia Opossum,Approved,Not Confirmed,Unknown,,,,
CAVE-1047,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Lepus californicus,Black-Tailed Jackrabbit,Approved,Present,Native,Unknown,Resident,,
CAVE-1048,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus audubonii,Desert Cottontail,Approved,Present,Native,Unknown,Resident,,
CAVE-1049,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus floridanus,Eastern Cottontail,Approved,Not Confirmed,Unknown,,,,
CAVE-1050,Carlsbad Caverns National Park,Mammal,Lagomorpha,Leporidae,Sylvilagus robustus,Davis Mountains Cottontail,Approved,Not Confirmed,Native,,,,
CAVE-1051,Carlsbad Caverns National Park,Mammal,Rodentia,Castoridae,Castor canadensis,American Beaver,Approved,Not Confirmed,Native,,,,
CAVE-1052,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Microtus mogollonensis,Mogollon Vole,Approved,Not Confirmed,Unknown,,,,
CAVE-1053,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma albigula,Western White-Throated Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1054,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma leucodon,Eastern White-Throated Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1055,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma mexicana,Mexican Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1056,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Neotoma micropus,Southern Plains Woodrat,Approved,Present,Native,Unknown,Resident,,
CAVE-1057,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Ondatra zibethicus,Common Muskrat,Approved,Not Confirmed,Native,,,,
CAVE-1058,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Onychomys arenicola,Mearns' Grasshopper Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1059,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Onychomys leucogaster,Northern Grasshopper Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1060,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus boylii,Brush Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1061,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus eremicus,Cactus Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1062,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus leucopus,White-Footed Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1063,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1064,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus nasutus,Northern Rock Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1065,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus pectoralis,White-Ankled Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1066,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Peromyscus truei,Pi_On Mouse,Approved,Not Confirmed,Unknown,,,,
CAVE-1067,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1068,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys montanus,Plains Harvest Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1069,Carlsbad Caverns National Park,Mammal,Rodentia,Cricetidae,Sigmodon hispidus,Hispid Cotton Rat,Approved,Present,Native,Unknown,Resident,,
CAVE-1070,Carlsbad Caverns National Park,Mammal,Rodentia,Erethizontidae,Erethizon dorsatum,North American Porcupine,Approved,Present,Native,Unknown,Resident,,
CAVE-1071,Carlsbad Caverns National Park,Mammal,Rodentia,Geomyidae,Cratogeomys castanops,Yellow-Faced Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
CAVE-1072,Carlsbad Caverns National Park,Mammal,Rodentia,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Unknown,Resident,,
CAVE-1073,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus eremicus,Chihuahuan Desert Pocket Mouse,Approved,Present,Native,Unknown,Breeder,,
CAVE-1074,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus hispidus,Hispid Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1075,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus intermedius,Rock Pocket Mouse,Approved,Not Confirmed,Unknown,,,,
CAVE-1076,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Chaetodipus nelsoni,Nelson's Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1077,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Dipodomys merriami,Merriam's Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
CAVE-1078,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Dipodomys ordii,Ord's Kangaroo Rat,Approved,Not Confirmed,Unknown,,,,
CAVE-1079,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Dipodomys spectabilis,Banner-Tailed Kangaroo Rat,Approved,Present,Native,Unknown,Resident,,
CAVE-1080,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Perognathus flavus,Silky Pocket Mouse,Approved,Present,Native,Unknown,Resident,,
CAVE-1081,Carlsbad Caverns National Park,Mammal,Rodentia,Heteromyidae,Perognathus merriami,Merriam's Pocket Mouse,Approved,Not Present (Historical Report),Native,,,,
CAVE-1082,Carlsbad Caverns National Park,Mammal,Rodentia,Muridae,Mus musculus,House Mouse,Approved,Not Present (Historical Report),Not Native,,,,
CAVE-1083,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Ammospermophilus interpres,Texas Antelope Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1084,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Cynomys ludovicianus,Black-Tailed Prairie Dog,Approved,Not Confirmed,Native,,,,
CAVE-1085,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Neotamias canipes,Gray-Footed Chipmunk,Approved,Present,Native,Unknown,Resident,,
CAVE-1086,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Sciurus niger,Eastern Fox Squirrel,Approved,Present,Not Native,Unknown,Resident,,
CAVE-1087,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Spermophilus mexicanus,Mexican Ground Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1088,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Spermophilus spilosoma,Spotted Ground Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1089,Carlsbad Caverns National Park,Mammal,Rodentia,Sciuridae,Spermophilus variegatus,Rock Squirrel,Approved,Present,Native,Unknown,Resident,,
CAVE-1090,Carlsbad Caverns National Park,Mammal,Soricomorpha,Soricidae,Cryptotis parva,Least Shrew,Approved,Not Confirmed,Native,,,,
CAVE-1091,Carlsbad Caverns National Park,Mammal,Soricomorpha,Soricidae,Notiosorex crawfordi,Crawford's Desert Shrew,Approved,Present,Native,Unknown,Resident,,
CHIS-1000,Channel Islands National Park,Mammal,Carnivora,Canidae,Urocyon littoralis,Channel Islands Gray Fox,Approved,Present,Native,Rare,Breeder,,
CHIS-1001,Channel Islands National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis amphiala,Spotted Skunk,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1002,Channel Islands National Park,Mammal,Carnivora,Mustelidae,Enhydra lutris nereis,Sea Otter,Approved,Not Present (Historical Report),Native,,,Threatened,
CHIS-1003,Channel Islands National Park,Mammal,Carnivora,Otariidae,Arctocephalus townsendi,Guadalupe Fur Seal,Approved,Present,Native,Occasional,Resident,Threatened,
CHIS-1004,Channel Islands National Park,Mammal,Carnivora,Otariidae,Callorhinus ursinus,Northern Fur Seal,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1005,Channel Islands National Park,Mammal,Carnivora,Otariidae,Eumetopias jubatus,"Northern Sea Lion, Stellar Sea Lion",Approved,Present,Native,Occasional,Migratory,In Recovery,
CHIS-1006,Channel Islands National Park,Mammal,Carnivora,Otariidae,Zalophus californianus,California Sea Lion,Approved,Present,Native,Common,Breeder,,
CHIS-1007,Channel Islands National Park,Mammal,Carnivora,Phocidae,Mirounga angustirostris,Northern Elephant Seal,Approved,Present,Native,Common,Breeder,,
CHIS-1008,Channel Islands National Park,Mammal,Carnivora,Phocidae,Phoca vitulina,Harbor Seal,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1009,Channel Islands National Park,Mammal,Cetacea,Balaenidae,Eubalaena glacialis,Northern Right Whale,Approved,Present,Native,Uncommon,,Endangered,
CHIS-1010,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera acutorostrata,Minke Whale,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1011,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera borealis,Rorqual (Sei Whale),Approved,Present,Native,Rare,Migratory,Endangered,
CHIS-1012,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera musculus,Blue Whale,Approved,Present,Native,Uncommon,Migratory,Endangered,
CHIS-1013,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera physalus,Finback Whale,Approved,Present,Native,Unknown,Migratory,Endangered,
CHIS-1014,Channel Islands National Park,Mammal,Cetacea,Balaenopteridae,Megaptera novaeangliae,Humback Whale,Approved,Present,Native,Rare,Migratory,Endangered,
CHIS-1015,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Delphinus delphis,Common Dolphin,Approved,Present,Native,Abundant,Breeder,,
CHIS-1016,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Grampus griseus,Risso Dolphin,Approved,Present,Native,Uncommon,,,
CHIS-1017,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Lagenorhynchus obliquidens,Pacific White-Sided Dolphin,Approved,Present,Native,Unknown,,,
CHIS-1018,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Lissodelphis borealis,Right Whale Dolphin,Approved,Present,Native,Unknown,,,
CHIS-1019,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Orcinus orca,Killer Whale,Approved,Present,Native,Rare,,,
CHIS-1020,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Pseudorca crassidens,False Killer Whale,Approved,Present,Native,Unknown,,,
CHIS-1021,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Steno bredanensis,Rough-Toothed Dolphin,Approved,Present,Native,Unknown,,,
CHIS-1022,Channel Islands National Park,Mammal,Cetacea,Delphinidae,Tursiops truncatus,Pacific Bottlenose Dolphin,Approved,Present,Native,Unknown,,,
CHIS-1023,Channel Islands National Park,Mammal,Cetacea,Eschrichtiidae,Eschrichtius robustus,Gray Whale,Approved,Present,Native,Uncommon,Migratory,In Recovery,
CHIS-1024,Channel Islands National Park,Mammal,Cetacea,Hyperoodontidae,Mesoplodon stejnegeri,Pacific Beaked Whale,Approved,Present,Native,Unknown,,,
CHIS-1025,Channel Islands National Park,Mammal,Cetacea,Kogiidae,Kogia breviceps,Pygmy Sperm Whale,Approved,Present,Native,Unknown,Migratory,,
CHIS-1026,Channel Islands National Park,Mammal,Cetacea,Phocoenidae,Phocoena phocoena,Harbor Porpoise,Approved,Present,Native,Unknown,,,
CHIS-1027,Channel Islands National Park,Mammal,Cetacea,Phocoenidae,Phocoenoides dalli,Dall's Porpoise,Approved,Present,Native,Unknown,,,
CHIS-1028,Channel Islands National Park,Mammal,Cetacea,Physeteridae,Physeter catodon,Sperm Whale,Approved,Present,Native,Unknown,Migratory,Endangered,
CHIS-1029,Channel Islands National Park,Mammal,Chiroptera,Molossidae,Eumops perotis,Western Mastiff Bat,Approved,Present,Native,Occasional,Breeder,,
CHIS-1030,Channel Islands National Park,Mammal,Chiroptera,Molossidae,Tadarida brasiliensis,Mexican Free-Tailed Bat,Approved,Present,Native,Occasional,Breeder,,
CHIS-1031,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Antrozous pallidus,Pallid Bat,Approved,Present,Native,Uncommon,,Species of Concern,
CHIS-1032,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Occasional,,Species of Concern,
CHIS-1033,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Occasional,Breeder,Species of Concern,
CHIS-1034,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,Red Bat,Approved,Present,Native,Occasional,Breeder,,
CHIS-1035,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus cinereus,Hoary Bat,Approved,Present,Native,Rare,Breeder,,
CHIS-1036,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,California Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CHIS-1037,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis evotis,Long-Eared Myotis,Approved,Present,Native,Occasional,,Species of Concern,
CHIS-1038,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Present,Native,Occasional,,Species of Concern,
CHIS-1039,Channel Islands National Park,Mammal,Chiroptera,Vespertilionidae,Plecotus townsendii townsendii,Townsend's Big-Eared Bat,Approved,Present,Native,Uncommon,,Species of Concern,
CHIS-1040,Channel Islands National Park,Mammal,Lagomorpha,Leporidae,Oryctolagus cuniculus,European Rabbit,Approved,Not Present (Historical Report),Not Native,,,,
CHIS-1041,Channel Islands National Park,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Deer Mouse,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1042,Channel Islands National Park,Mammal,Rodentia,Cricetidae,Reithrodontomys megalotis,Western Harvest Mouse,Approved,Present,Native,Unknown,Breeder,,
CHIS-1043,Channel Islands National Park,Mammal,Rodentia,Muridae,Rattus rattus,Black Rat,Approved,Present,Not Native,Unknown,Breeder,,
CONG-1000,Congaree National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,White-Tailed Deer,Approved,Present,Native,Common,Breeder,,
CONG-1001,Congaree National Park,Mammal,Artiodactyla,Suidae,Sus scrofa,Feral Hog,Approved,Present,Not Native,Abundant,Breeder,,
CONG-1002,Congaree National Park,Mammal,Carnivora,Canidae,Canis familiaris,"Domestic Dog, Domestic Dog (Feral)",Approved,Present,Not Native,Uncommon,Vagrant,,
CONG-1003,Congaree National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CONG-1004,Congaree National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,Common Gray Fox,Approved,Present,Native,Common,Breeder,,
CONG-1005,Congaree National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Not Confirmed,Native,,,,
CONG-1006,Congaree National Park,Mammal,Carnivora,Felidae,Felis catus,Domestic Cat,Approved,Present,Not Native,Uncommon,Vagrant,,
CONG-1007,Congaree National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Uncommon,Breeder,,
CONG-1008,Congaree National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Present,Native,Rare,Breeder,,
CONG-1009,Congaree National Park,Mammal,Carnivora,Mustelidae,Lontra canadensis,"Common Otter, North American River Otter, Northern River Otter, River Otter",Approved,Present,Native,Uncommon,Breeder,,
CONG-1010,Congaree National Park,Mammal,Carnivora,Mustelidae,Mustela vison,Mink,Approved,Present,Native,Common,Breeder,,
CONG-1011,Congaree National Park,Mammal,Carnivora,Procyonidae,Procyon lotor,Common Raccoon,Approved,Present,Native,Common,Breeder,,
CONG-1012,Congaree National Park,Mammal,Carnivora,Ursidae,Ursus americanus,"American Black Bear, Black Bear",Approved,Not Present (Historical Report),Native,,,,
CONG-1013,Congaree National Park,Mammal,Chiroptera,Vespertilionidae,Corynorhinus rafinesquii,"Eastern Big-Eared Bat, Eastern Long-Eared Bat, Eastern Lump-Nosed Bat, Rafinesque's Big-Eared Bat, Rafinesque's Big-Eared Bat, Southeastern Big-Eared Bat",Approved,Present,Native,Unknown,,,
CONG-1014,Congaree National Park,Mammal,Chiroptera,Vespertilionidae,Eptesicus fuscus,Big Brown Bat,Approved,Present,Native,Unknown,,Species of Concern,
CONG-1015,Congaree National Park,Mammal,Chiroptera,Vespertilionidae,Lasiurus borealis,Eastern Red Bat,Approved,Present,Native,Unknown,,,
CONG-1016,Congaree National Park,Mammal,Chiroptera,Vespertilionidae,Myotis austroriparius,Southeastern Myotis,Approved,Present,Native,Unknown,,Species of Concern,
CONG-1017,Congaree National Park,Mammal,Chiroptera,Vespertilionidae,Nycticeius humeralis,"Evening Bat, Evening Bat",Approved,Present,Native,Unknown,,,
CONG-1018,Congaree National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus subflavus,Eastern Pipistrelle,Approved,Present,Native,Unknown,,,
